chromosome	start	end	width	test	ref
Chr04	14640001	14650000	10000	344	319
Chr04	14645001	14655000	10000	387	381
Chr04	14650001	14660000	10000	421	374
Chr04	14655001	14665000	10000	358	294
Chr04	14660001	14670000	10000	346	293
Chr04	14665001	14675000	10000	401	341
Chr04	14670001	14680000	10000	463	421
Chr04	14675001	14685000	10000	468	425
Chr04	14680001	14690000	10000	386	360
Chr04	14685001	14695000	10000	345	348
Chr04	14690001	14700000	10000	341	335
Chr04	14695001	14705000	10000	308	321
Chr04	14700001	14710000	10000	366	316
Chr04	14705001	14715000	10000	436	369
Chr04	14710001	14720000	10000	354	335
Chr04	14715001	14725000	10000	323	366
Chr04	14720001	14730000	10000	410	418
Chr04	14725001	14735000	10000	426	379
Chr04	14730001	14740000	10000	413	376
Chr04	14735001	14745000	10000	357	341
Chr04	14740001	14750000	10000	325	356
Chr04	14745001	14755000	10000	368	391
Chr04	14750001	14760000	10000	346	361
Chr04	14755001	14765000	10000	343	342
Chr04	14760001	14770000	10000	361	331
Chr04	14765001	14775000	10000	373	298
Chr04	14770001	14780000	10000	391	308
Chr04	14775001	14785000	10000	365	319
Chr04	14780001	14790000	10000	354	346
Chr04	14785001	14795000	10000	293	287
Chr04	14790001	14800000	10000	258	253
Chr04	14795001	14805000	10000	381	356
Chr04	14800001	14810000	10000	379	354
Chr04	14805001	14815000	10000	308	287
Chr04	14810001	14820000	10000	298	259
Chr04	14815001	14825000	10000	312	290
Chr04	14820001	14830000	10000	329	305
Chr04	14825001	14835000	10000	325	287
Chr04	14830001	14840000	10000	393	330
Chr04	14835001	14845000	10000	492	437
Chr04	14840001	14850000	10000	453	438
Chr04	14845001	14855000	10000	401	356
Chr04	14850001	14860000	10000	434	318
Chr04	14855001	14865000	10000	457	357
Chr04	14860001	14870000	10000	421	347
Chr04	14865001	14875000	10000	395	288
Chr04	14870001	14880000	10000	383	298
Chr04	14875001	14885000	10000	344	306
Chr04	14880001	14890000	10000	325	308
Chr04	14885001	14895000	10000	276	262
Chr04	14890001	14900000	10000	288	288
Chr04	14895001	14905000	10000	327	338
Chr04	14900001	14910000	10000	379	373
Chr04	14905001	14915000	10000	401	372
Chr04	14910001	14920000	10000	372	359
Chr04	14915001	14925000	10000	356	375
Chr04	14920001	14930000	10000	366	379
Chr04	14925001	14935000	10000	412	393
Chr04	14930001	14940000	10000	354	305
Chr04	14935001	14945000	10000	319	300
Chr04	14940001	14950000	10000	334	354
Chr04	14945001	14955000	10000	409	352
Chr04	14950001	14960000	10000	444	385
Chr04	14955001	14965000	10000	404	348
Chr04	14960001	14970000	10000	360	301
Chr04	14965001	14975000	10000	296	298
Chr04	14970001	14980000	10000	292	257
Chr04	14975001	14985000	10000	330	286
Chr04	14980001	14990000	10000	440	400
Chr04	14985001	14995000	10000	423	382
Chr04	14990001	15000000	10000	399	329
Chr04	14995001	15005000	10000	419	387
Chr04	15000001	15010000	10000	439	481
Chr04	15005001	15015000	10000	485	483
Chr04	15010001	15020000	10000	455	412
Chr04	15015001	15025000	10000	388	355
Chr04	15020001	15030000	10000	370	330
Chr04	15025001	15035000	10000	372	318
Chr04	15030001	15040000	10000	373	355
Chr04	15035001	15045000	10000	363	373
Chr04	15040001	15050000	10000	357	347
Chr04	15045001	15055000	10000	347	322
Chr04	15050001	15060000	10000	366	302
Chr04	15055001	15065000	10000	362	339
Chr04	15060001	15070000	10000	321	353
Chr04	15065001	15075000	10000	343	343
Chr04	15070001	15080000	10000	398	347
Chr04	15075001	15085000	10000	362	288
Chr04	15080001	15090000	10000	324	304
Chr04	15085001	15095000	10000	365	350
Chr04	15090001	15100000	10000	442	426
Chr04	15095001	15105000	10000	410	415
Chr04	15100001	15110000	10000	245	224
Chr04	15105001	15115000	10000	193	163
Chr04	15110001	15120000	10000	205	194
Chr04	15115001	15125000	10000	302	278
Chr04	15120001	15130000	10000	393	404
Chr04	15125001	15135000	10000	364	452
Chr04	15130001	15140000	10000	380	388
Chr04	15135001	15145000	10000	457	352
Chr04	15140001	15150000	10000	434	347
Chr04	15145001	15155000	10000	416	321
Chr04	15150001	15160000	10000	403	326
Chr04	15155001	15165000	10000	432	405
Chr04	15160001	15170000	10000	464	461
Chr04	15165001	15175000	10000	326	324
Chr04	15170001	15180000	10000	248	248
Chr04	15175001	15185000	10000	304	336
Chr04	15180001	15190000	10000	324	377
Chr04	15185001	15195000	10000	335	372
Chr04	15190001	15200000	10000	364	354
Chr04	15195001	15205000	10000	369	363
Chr04	15200001	15210000	10000	337	330
Chr04	15205001	15215000	10000	403	392
Chr04	15210001	15220000	10000	597	585
Chr04	15215001	15225000	10000	552	550
Chr04	15220001	15230000	10000	369	377
Chr04	15225001	15235000	10000	216	206
Chr04	15230001	15240000	10000	180	170
Chr04	15235001	15245000	10000	342	320
Chr04	15240001	15250000	10000	432	363
Chr04	15245001	15255000	10000	433	304
Chr04	15250001	15260000	10000	355	269
Chr04	15255001	15265000	10000	328	330
Chr04	15260001	15270000	10000	358	355
Chr04	15265001	15275000	10000	377	341
Chr04	15270001	15280000	10000	408	341
Chr04	15275001	15285000	10000	427	333
Chr04	15280001	15290000	10000	502	375
Chr04	15285001	15295000	10000	430	363
Chr04	15290001	15300000	10000	284	320
Chr04	15295001	15305000	10000	295	299
Chr04	15300001	15310000	10000	379	355
Chr04	15305001	15315000	10000	409	382
Chr04	15310001	15320000	10000	369	362
Chr04	15315001	15325000	10000	350	350
Chr04	15320001	15330000	10000	358	349
Chr04	15325001	15335000	10000	362	373
Chr04	15330001	15340000	10000	369	348
Chr04	15335001	15345000	10000	385	342
Chr04	15340001	15350000	10000	338	324
Chr04	15345001	15355000	10000	339	295
Chr04	15350001	15360000	10000	352	322
Chr04	15355001	15365000	10000	305	309
Chr04	15360001	15370000	10000	305	259
Chr04	15365001	15375000	10000	390	309
Chr04	15370001	15380000	10000	399	320
Chr04	15375001	15385000	10000	341	293
Chr04	15380001	15390000	10000	306	262
Chr04	15385001	15395000	10000	250	204
Chr04	15390001	15400000	10000	289	232
Chr04	15395001	15405000	10000	347	310
Chr04	15400001	15410000	10000	348	358
Chr04	15405001	15415000	10000	348	350
Chr04	15410001	15420000	10000	372	361
Chr04	15415001	15425000	10000	405	354
Chr04	15420001	15430000	10000	416	325
Chr04	15425001	15435000	10000	380	299
Chr04	15430001	15440000	10000	344	309
Chr04	15435001	15445000	10000	433	446
Chr04	15440001	15450000	10000	453	436
Chr04	15445001	15455000	10000	341	360
Chr04	15450001	15460000	10000	317	332
Chr04	15455001	15465000	10000	340	286
Chr04	15460001	15470000	10000	346	320
Chr04	15465001	15475000	10000	321	304
Chr04	15470001	15480000	10000	341	309
Chr04	15475001	15485000	10000	405	355
Chr04	15480001	15490000	10000	388	339
Chr04	15485001	15495000	10000	354	352
Chr04	15490001	15500000	10000	337	327
Chr04	15495001	15505000	10000	400	324
Chr04	15500001	15510000	10000	402	345
Chr04	15505001	15515000	10000	335	331
Chr04	15510001	15520000	10000	399	368
Chr04	15515001	15525000	10000	376	309
Chr04	15520001	15530000	10000	370	263
Chr04	15525001	15535000	10000	356	294
Chr04	15530001	15540000	10000	277	303
Chr04	15535001	15545000	10000	280	310
Chr04	15540001	15550000	10000	329	343
Chr04	15545001	15555000	10000	364	333
Chr04	15550001	15560000	10000	378	334
Chr04	15555001	15565000	10000	327	325
Chr04	15560001	15570000	10000	263	242
Chr04	15565001	15575000	10000	319	258
Chr04	15570001	15580000	10000	352	264
Chr04	15575001	15585000	10000	311	227
Chr04	15580001	15590000	10000	276	261
Chr04	15585001	15595000	10000	327	329
Chr04	15590001	15600000	10000	342	336
Chr04	15595001	15605000	10000	286	264
Chr04	15600001	15610000	10000	284	211
Chr04	15605001	15615000	10000	311	263
Chr04	15610001	15620000	10000	361	375
Chr04	15615001	15625000	10000	402	364
Chr04	15620001	15630000	10000	408	336
Chr04	15625001	15635000	10000	375	404
Chr04	15630001	15640000	10000	367	381
Chr04	15635001	15645000	10000	485	402
Chr04	15640001	15650000	10000	562	491
Chr04	15645001	15655000	10000	473	453
Chr04	15650001	15660000	10000	367	392
Chr04	15655001	15665000	10000	300	327
Chr04	15660001	15670000	10000	303	311
Chr04	15665001	15675000	10000	352	376
Chr04	15670001	15680000	10000	245	294
Chr04	15675001	15685000	10000	206	255
Chr04	15680001	15690000	10000	305	299
Chr04	15685001	15695000	10000	313	255
Chr04	15690001	15700000	10000	224	214
Chr04	15695001	15705000	10000	246	277
Chr04	15700001	15710000	10000	333	356
Chr04	15705001	15715000	10000	355	345
Chr04	15710001	15720000	10000	334	305
Chr04	15715001	15725000	10000	346	283
Chr04	15720001	15730000	10000	376	351
Chr04	15725001	15735000	10000	341	319
Chr04	15730001	15740000	10000	397	365
Chr04	15735001	15745000	10000	420	439
Chr04	15740001	15750000	10000	413	416
Chr04	15745001	15755000	10000	456	425
Chr04	15750001	15760000	10000	445	397
Chr04	15755001	15765000	10000	377	374
Chr04	15760001	15770000	10000	406	394
Chr04	15765001	15775000	10000	388	405
Chr04	15770001	15780000	10000	347	381
Chr04	15775001	15785000	10000	453	450
Chr04	15780001	15790000	10000	503	506
Chr04	15785001	15795000	10000	413	417
Chr04	15790001	15800000	10000	277	269
Chr04	15795001	15805000	10000	222	225
Chr04	15800001	15810000	10000	319	283
Chr04	15805001	15815000	10000	420	372
Chr04	15810001	15820000	10000	378	377
Chr04	15815001	15825000	10000	264	265
Chr04	15820001	15830000	10000	186	196
Chr04	15825001	15835000	10000	291	298
Chr04	15830001	15840000	10000	451	391
Chr04	15835001	15845000	10000	492	395
Chr04	15840001	15850000	10000	477	396
Chr04	15845001	15855000	10000	375	276
Chr04	15850001	15860000	10000	327	245
Chr04	15855001	15865000	10000	319	278
Chr04	15860001	15870000	10000	260	222
Chr04	15865001	15875000	10000	277	264
Chr04	15870001	15880000	10000	265	287
Chr04	15875001	15885000	10000	213	202
Chr04	15880001	15890000	10000	206	180
Chr04	15885001	15895000	10000	255	259
Chr04	15890001	15900000	10000	380	417
Chr04	15895001	15905000	10000	503	497
Chr04	15900001	15910000	10000	429	418
Chr04	15905001	15915000	10000	322	319
Chr04	15910001	15920000	10000	353	292
Chr04	15915001	15925000	10000	344	317
Chr04	15920001	15930000	10000	372	313
Chr04	15925001	15935000	10000	331	268
Chr04	15930001	15940000	10000	263	218
Chr04	15935001	15945000	10000	275	239
Chr04	15940001	15950000	10000	278	271
Chr04	15945001	15955000	10000	373	316
Chr04	15950001	15960000	10000	426	343
Chr04	15955001	15965000	10000	380	296
Chr04	15960001	15970000	10000	253	210
Chr04	15965001	15975000	10000	177	161
Chr04	15970001	15980000	10000	352	298
Chr04	15975001	15985000	10000	406	373
Chr04	15980001	15990000	10000	385	395
Chr04	15985001	15995000	10000	419	404
Chr04	15990001	16000000	10000	402	363
Chr04	15995001	16005000	10000	350	320
Chr04	16000001	16010000	10000	295	304
Chr04	16005001	16015000	10000	358	357
Chr04	16010001	16020000	10000	375	368
Chr04	16015001	16025000	10000	386	404
Chr04	16020001	16030000	10000	361	353
Chr04	16025001	16035000	10000	356	301
Chr04	16030001	16040000	10000	403	337
Chr04	16035001	16045000	10000	379	343
Chr04	16040001	16050000	10000	318	273
Chr04	16045001	16055000	10000	300	268
Chr04	16050001	16060000	10000	424	397
Chr04	16055001	16065000	10000	436	447
Chr04	16060001	16070000	10000	477	482
Chr04	16065001	16075000	10000	491	427
Chr04	16070001	16080000	10000	401	329
Chr04	16075001	16085000	10000	431	347
Chr04	16080001	16090000	10000	399	343
Chr04	16085001	16095000	10000	473	456
Chr04	16090001	16100000	10000	399	433
Chr04	16095001	16105000	10000	306	300
Chr04	16100001	16110000	10000	376	330
Chr04	16105001	16115000	10000	352	361
Chr04	16110001	16120000	10000	329	320
Chr04	16115001	16125000	10000	296	266
Chr04	16120001	16130000	10000	306	303
Chr04	16125001	16135000	10000	366	345
Chr04	16130001	16140000	10000	392	351
Chr04	16135001	16145000	10000	446	374
Chr04	16140001	16150000	10000	469	368
Chr04	16145001	16155000	10000	449	391
Chr04	16150001	16160000	10000	466	427
Chr04	16155001	16165000	10000	489	408
Chr04	16160001	16170000	10000	445	409
Chr04	16165001	16175000	10000	343	321
Chr04	16170001	16180000	10000	336	310
Chr04	16175001	16185000	10000	595	929
Chr04	16180001	16190000	10000	573	916
Chr04	16185001	16195000	10000	301	345
Chr04	16190001	16200000	10000	324	330
Chr04	16195001	16205000	10000	266	262
Chr04	16200001	16210000	10000	241	279
Chr04	16205001	16215000	10000	310	350
Chr04	16210001	16220000	10000	299	358
Chr04	16215001	16225000	10000	266	327
Chr04	16220001	16230000	10000	300	318
Chr04	16225001	16235000	10000	344	316
Chr04	16230001	16240000	10000	314	270
Chr04	16235001	16245000	10000	289	275
Chr04	16240001	16250000	10000	266	271
Chr04	16245001	16255000	10000	345	351
Chr04	16250001	16260000	10000	373	408
Chr04	16255001	16265000	10000	407	428
Chr04	16260001	16270000	10000	386	388
Chr04	16265001	16275000	10000	279	286
Chr04	16270001	16280000	10000	281	238
Chr04	16275001	16285000	10000	274	256
Chr04	16280001	16290000	10000	268	278
Chr04	16285001	16295000	10000	277	247
Chr04	16290001	16300000	10000	288	219
Chr04	16295001	16305000	10000	268	227
Chr04	16300001	16310000	10000	251	247
Chr04	16305001	16315000	10000	287	278
Chr04	16310001	16320000	10000	415	392
Chr04	16315001	16325000	10000	423	360
Chr04	16320001	16330000	10000	376	318
Chr04	16325001	16335000	10000	436	421
Chr04	16330001	16340000	10000	406	435
Chr04	16335001	16345000	10000	329	296
Chr04	16340001	16350000	10000	297	229
Chr04	16345001	16355000	10000	385	329
Chr04	16350001	16360000	10000	463	391
Chr04	16355001	16365000	10000	427	442
Chr04	16360001	16370000	10000	353	380
Chr04	16365001	16375000	10000	400	355
Chr04	16370001	16380000	10000	619	555
Chr04	16375001	16385000	10000	557	561
Chr04	16380001	16390000	10000	346	346
Chr04	16385001	16395000	10000	304	262
Chr04	16390001	16400000	10000	392	385
Chr04	16395001	16405000	10000	372	390
Chr04	16400001	16410000	10000	293	289
Chr04	16405001	16415000	10000	330	291
Chr04	16410001	16420000	10000	355	316
Chr04	16415001	16425000	10000	446	373
Chr04	16420001	16430000	10000	469	399
Chr04	16425001	16435000	10000	379	402
Chr04	16430001	16440000	10000	406	441
Chr04	16435001	16445000	10000	444	432
Chr04	16440001	16450000	10000	409	395
Chr04	16445001	16455000	10000	417	432
Chr04	16450001	16460000	10000	401	397
Chr04	16455001	16465000	10000	355	308
Chr04	16460001	16470000	10000	336	284
Chr04	16465001	16475000	10000	393	314
Chr04	16470001	16480000	10000	428	347
Chr04	16475001	16485000	10000	360	380
Chr04	16480001	16490000	10000	318	426
Chr04	16485001	16495000	10000	359	410
Chr04	16490001	16500000	10000	345	360
Chr04	16495001	16505000	10000	288	284
Chr04	16500001	16510000	10000	314	327
Chr04	16505001	16515000	10000	355	386
Chr04	16510001	16520000	10000	6761	7754
Chr04	16515001	16525000	10000	8933	10102
Chr04	16520001	16530000	10000	2562	2760
Chr04	16525001	16535000	10000	369	404
Chr04	16530001	16540000	10000	355	328
Chr04	16535001	16545000	10000	367	336
Chr04	16540001	16550000	10000	326	316
Chr04	16545001	16555000	10000	281	282
Chr04	16550001	16560000	10000	293	264
Chr04	16555001	16565000	10000	376	286
Chr04	16560001	16570000	10000	391	317
Chr04	16565001	16575000	10000	320	264
Chr04	16570001	16580000	10000	323	270
Chr04	16575001	16585000	10000	330	320
Chr04	16580001	16590000	10000	296	354
Chr04	16585001	16595000	10000	322	328
Chr04	16590001	16600000	10000	353	301
Chr04	16595001	16605000	10000	375	306
Chr04	16600001	16610000	10000	360	310
Chr04	16605001	16615000	10000	337	367
Chr04	16610001	16620000	10000	387	424
Chr04	16615001	16625000	10000	393	390
Chr04	16620001	16630000	10000	346	315
Chr04	16625001	16635000	10000	344	376
Chr04	16630001	16640000	10000	400	418
Chr04	16635001	16645000	10000	541	454
Chr04	16640001	16650000	10000	549	462
Chr04	16645001	16655000	10000	389	394
Chr04	16650001	16660000	10000	379	424
Chr04	16655001	16665000	10000	387	402
Chr04	16660001	16670000	10000	372	411
Chr04	16665001	16675000	10000	384	428
Chr04	16670001	16680000	10000	353	385
Chr04	16675001	16685000	10000	391	408
Chr04	16680001	16690000	10000	397	357
Chr04	16685001	16695000	10000	373	331
Chr04	16690001	16700000	10000	365	375
Chr04	16695001	16705000	10000	371	373
Chr04	16700001	16710000	10000	581	485
Chr04	16705001	16715000	10000	591	494
Chr04	16710001	16720000	10000	413	406
Chr04	16715001	16725000	10000	455	437
Chr04	16720001	16730000	10000	355	361
Chr04	16725001	16735000	10000	248	274
Chr04	16730001	16740000	10000	344	297
Chr04	16735001	16745000	10000	392	340
Chr04	16740001	16750000	10000	6526	7150
Chr04	16745001	16755000	10000	6520	7157
Chr04	16750001	16760000	10000	318	319
Chr04	16755001	16765000	10000	267	258
Chr04	16760001	16770000	10000	345	335
Chr04	16765001	16775000	10000	410	377
Chr04	16770001	16780000	10000	339	290
Chr04	16775001	16785000	10000	288	294
Chr04	16780001	16790000	10000	256	270
Chr04	16785001	16795000	10000	189	162
Chr04	16790001	16800000	10000	320	278
Chr04	16795001	16805000	10000	394	394
Chr04	16800001	16810000	10000	362	340
Chr04	16805001	16815000	10000	373	348
Chr04	16810001	16820000	10000	374	354
Chr04	16815001	16825000	10000	366	337
Chr04	16820001	16830000	10000	346	337
Chr04	16825001	16835000	10000	339	360
Chr04	16830001	16840000	10000	288	342
Chr04	16835001	16845000	10000	259	285
Chr04	16840001	16850000	10000	293	268
Chr04	16845001	16855000	10000	385	351
Chr04	16850001	16860000	10000	356	358
Chr04	16855001	16865000	10000	375	344
Chr04	16860001	16870000	10000	468	440
Chr04	16865001	16875000	10000	435	366
Chr04	16870001	16880000	10000	395	309
Chr04	16875001	16885000	10000	600	562
Chr04	16880001	16890000	10000	1120	1007
Chr04	16885001	16895000	10000	913	840
Chr04	16890001	16900000	10000	345	341
Chr04	16895001	16905000	10000	300	282
Chr04	16900001	16910000	10000	702	729
Chr04	16905001	16915000	10000	718	729
Chr04	16910001	16920000	10000	279	275
Chr04	16915001	16925000	10000	281	255
Chr04	16920001	16930000	10000	326	272
Chr04	16925001	16935000	10000	306	292
Chr04	16930001	16940000	10000	362	318
Chr04	16935001	16945000	10000	440	334
Chr04	16940001	16950000	10000	378	311
Chr04	16945001	16955000	10000	315	232
Chr04	16950001	16960000	10000	411	335
Chr04	16955001	16965000	10000	432	385
Chr04	16960001	16970000	10000	412	338
Chr04	16965001	16975000	10000	417	366
Chr04	16970001	16980000	10000	361	325
Chr04	16975001	16985000	10000	363	303
Chr04	16980001	16990000	10000	330	289
Chr04	16985001	16995000	10000	359	392
Chr04	16990001	17000000	10000	569	628
Chr04	16995001	17005000	10000	681	676
Chr04	17000001	17010000	10000	668	629
Chr04	17005001	17015000	10000	675	626
Chr04	17010001	17020000	10000	615	584
Chr04	17015001	17025000	10000	527	494
Chr04	17020001	17030000	10000	412	369
Chr04	17025001	17035000	10000	374	372
Chr04	17030001	17040000	10000	390	382
Chr04	17035001	17045000	10000	369	373
Chr04	17040001	17050000	10000	390	390
Chr04	17045001	17055000	10000	349	321
Chr04	17050001	17060000	10000	363	343
Chr04	17055001	17065000	10000	404	382
Chr04	17060001	17070000	10000	400	361
Chr04	17065001	17075000	10000	400	362
Chr04	17070001	17080000	10000	320	309
Chr04	17075001	17085000	10000	301	282
Chr04	17080001	17090000	10000	364	307
Chr04	17085001	17095000	10000	434	443
Chr04	17090001	17100000	10000	486	482
Chr04	17095001	17105000	10000	432	394
Chr04	17100001	17110000	10000	367	369
Chr04	17105001	17115000	10000	446	347
Chr04	17110001	17120000	10000	480	371
Chr04	17115001	17125000	10000	370	352
Chr04	17120001	17130000	10000	412	380
Chr04	17125001	17135000	10000	477	418
Chr04	17130001	17140000	10000	419	354
Chr04	17135001	17145000	10000	370	323
Chr04	17140001	17150000	10000	324	306
Chr04	17145001	17155000	10000	317	304
Chr04	17150001	17160000	10000	350	329
Chr04	17155001	17165000	10000	326	287
Chr04	17160001	17170000	10000	255	224
Chr04	17165001	17175000	10000	255	199
Chr04	17170001	17180000	10000	260	204
Chr04	17175001	17185000	10000	302	296
Chr04	17180001	17190000	10000	379	328
Chr04	17185001	17195000	10000	349	265
Chr04	17190001	17200000	10000	320	247
Chr04	17195001	17205000	10000	295	280
Chr04	17200001	17210000	10000	320	342
Chr04	17205001	17215000	10000	390	415
Chr04	17210001	17220000	10000	418	463
Chr04	17215001	17225000	10000	480	500
Chr04	17220001	17230000	10000	465	458
Chr04	17225001	17235000	10000	376	393
Chr04	17230001	17240000	10000	417	386
Chr04	17235001	17245000	10000	397	332
Chr04	17240001	17250000	10000	343	346
Chr04	17245001	17255000	10000	392	390
Chr04	17250001	17260000	10000	395	378
Chr04	17255001	17265000	10000	445	415
Chr04	17260001	17270000	10000	432	419
Chr04	17265001	17275000	10000	323	329
Chr04	17270001	17280000	10000	311	322
Chr04	17275001	17285000	10000	340	328
Chr04	17280001	17290000	10000	487	432
Chr04	17285001	17295000	10000	630	551
Chr04	17290001	17300000	10000	578	473
Chr04	17295001	17305000	10000	479	396
Chr04	17300001	17310000	10000	403	390
Chr04	17305001	17315000	10000	333	340
Chr04	17310001	17320000	10000	335	276
Chr04	17315001	17325000	10000	305	258
Chr04	17320001	17330000	10000	356	325
Chr04	17325001	17335000	10000	448	382
Chr04	17330001	17340000	10000	381	347
Chr04	17335001	17345000	10000	339	314
Chr04	17340001	17350000	10000	305	263
Chr04	17345001	17355000	10000	430	376
Chr04	17350001	17360000	10000	493	421
Chr04	17355001	17365000	10000	411	372
Chr04	17360001	17370000	10000	357	364
Chr04	17365001	17375000	10000	337	313
Chr04	17370001	17380000	10000	377	315
Chr04	17375001	17385000	10000	428	314
Chr04	17380001	17390000	10000	459	350
Chr04	17385001	17395000	10000	403	402
Chr04	17390001	17400000	10000	397	400
Chr04	17395001	17405000	10000	458	394
Chr04	17400001	17410000	10000	463	370
Chr04	17405001	17415000	10000	336	288
Chr04	17410001	17420000	10000	345	268
Chr04	17415001	17425000	10000	413	317
Chr04	17420001	17430000	10000	374	367
Chr04	17425001	17435000	10000	363	332
Chr04	17430001	17440000	10000	352	262
Chr04	17435001	17445000	10000	463	367
Chr04	17440001	17450000	10000	474	413
Chr04	17445001	17455000	10000	364	352
Chr04	17450001	17460000	10000	318	312
Chr04	17455001	17465000	10000	216	227
Chr04	17460001	17470000	10000	193	190
Chr04	17465001	17475000	10000	278	232
Chr04	17470001	17480000	10000	309	268
Chr04	17475001	17485000	10000	331	291
Chr04	17480001	17490000	10000	349	259
Chr04	17485001	17495000	10000	306	254
Chr04	17490001	17500000	10000	390	363
Chr04	17495001	17505000	10000	463	392
Chr04	17500001	17510000	10000	442	374
Chr04	17505001	17515000	10000	406	390
Chr04	17510001	17520000	10000	371	386
Chr04	17515001	17525000	10000	370	364
Chr04	17520001	17530000	10000	409	389
Chr04	17525001	17535000	10000	506	423
Chr04	17530001	17540000	10000	572	473
Chr04	17535001	17545000	10000	496	419
Chr04	17540001	17550000	10000	332	281
Chr04	17545001	17555000	10000	370	343
Chr04	17550001	17560000	10000	430	386
Chr04	17555001	17565000	10000	305	308
Chr04	17560001	17570000	10000	259	304
Chr04	17565001	17575000	10000	331	338
Chr04	17570001	17580000	10000	419	374
Chr04	17575001	17585000	10000	445	372
Chr04	17580001	17590000	10000	425	332
Chr04	17585001	17595000	10000	436	367
Chr04	17590001	17600000	10000	290	301
Chr04	17595001	17605000	10000	71	97
Chr04	17600001	17610000	10000	42	45
Chr04	17605001	17615000	10000	255	212
Chr04	17610001	17620000	10000	418	381
Chr04	17615001	17625000	10000	431	400
Chr04	17620001	17630000	10000	378	331
Chr04	17625001	17635000	10000	364	309
Chr04	17630001	17640000	10000	431	374
Chr04	17635001	17645000	10000	379	387
Chr04	17640001	17650000	10000	322	319
Chr04	17645001	17655000	10000	379	334
Chr04	17650001	17660000	10000	394	348
Chr04	17655001	17665000	10000	350	286
Chr04	17660001	17670000	10000	575	528
Chr04	17665001	17675000	10000	767	746
Chr04	17670001	17680000	10000	589	544
Chr04	17675001	17685000	10000	540	490
Chr04	17680001	17690000	10000	471	431
Chr04	17685001	17695000	10000	324	265
Chr04	17690001	17700000	10000	377	291
Chr04	17695001	17705000	10000	376	337
Chr04	17700001	17710000	10000	399	363
Chr04	17705001	17715000	10000	459	310
Chr04	17710001	17720000	10000	451	332
Chr04	17715001	17725000	10000	353	336
Chr04	17720001	17730000	10000	313	277
Chr04	17725001	17735000	10000	405	362
Chr04	17730001	17740000	10000	404	380
Chr04	17735001	17745000	10000	357	330
Chr04	17740001	17750000	10000	293	258
Chr04	17745001	17755000	10000	229	199
Chr04	17750001	17760000	10000	264	218
Chr04	17755001	17765000	10000	357	299
Chr04	17760001	17770000	10000	365	380
Chr04	17765001	17775000	10000	330	351
Chr04	17770001	17780000	10000	418	401
Chr04	17775001	17785000	10000	422	405
Chr04	17780001	17790000	10000	360	308
Chr04	17785001	17795000	10000	401	373
Chr04	17790001	17800000	10000	440	389
Chr04	17795001	17805000	10000	408	330
Chr04	17800001	17810000	10000	295	256
Chr04	17805001	17815000	10000	256	208
Chr04	17810001	17820000	10000	310	281
Chr04	17815001	17825000	10000	399	373
Chr04	17820001	17830000	10000	430	368
Chr04	17825001	17835000	10000	330	265
Chr04	17830001	17840000	10000	273	249
Chr04	17835001	17845000	10000	288	330
Chr04	17840001	17850000	10000	286	300
Chr04	17845001	17855000	10000	312	292
Chr04	17850001	17860000	10000	347	291
Chr04	17855001	17865000	10000	340	287
Chr04	17860001	17870000	10000	359	374
Chr04	17865001	17875000	10000	378	380
Chr04	17870001	17880000	10000	428	377
Chr04	17875001	17885000	10000	419	341
Chr04	17880001	17890000	10000	296	235
Chr04	17885001	17895000	10000	259	207
Chr04	17890001	17900000	10000	339	302
Chr04	17895001	17905000	10000	387	370
Chr04	17900001	17910000	10000	472	411
Chr04	17905001	17915000	10000	523	462
Chr04	17910001	17920000	10000	416	408
Chr04	17915001	17925000	10000	406	380
Chr04	17920001	17930000	10000	351	327
Chr04	17925001	17935000	10000	325	255
Chr04	17930001	17940000	10000	462	335
Chr04	17935001	17945000	10000	389	323
Chr04	17940001	17950000	10000	339	323
Chr04	17945001	17955000	10000	400	433
Chr04	17950001	17960000	10000	409	422
Chr04	17955001	17965000	10000	419	346
Chr04	17960001	17970000	10000	320	255
Chr04	17965001	17975000	10000	333	284
Chr04	17970001	17980000	10000	455	414
Chr04	17975001	17985000	10000	346	340
Chr04	17980001	17990000	10000	246	218
Chr04	17985001	17995000	10000	323	293
Chr04	17990001	18000000	10000	367	371
Chr04	17995001	18005000	10000	278	283
Chr04	18000001	18010000	10000	206	211
Chr04	18005001	18015000	10000	334	301
Chr04	18010001	18020000	10000	437	353
Chr04	18015001	18025000	10000	404	326
Chr04	18020001	18030000	10000	381	353
Chr04	18025001	18035000	10000	334	336
Chr04	18030001	18040000	10000	336	339
Chr04	18035001	18045000	10000	417	394
Chr04	18040001	18050000	10000	386	341
Chr04	18045001	18055000	10000	351	297
Chr04	18050001	18060000	10000	406	366
Chr04	18055001	18065000	10000	427	378
Chr04	18060001	18070000	10000	432	334
Chr04	18065001	18075000	10000	431	356
Chr04	18070001	18080000	10000	563	504
Chr04	18075001	18085000	10000	742	666
Chr04	18080001	18090000	10000	740	637
Chr04	18085001	18095000	10000	632	518
Chr04	18090001	18100000	10000	341	299
Chr04	18095001	18105000	10000	176	180
Chr04	18100001	18110000	10000	293	266
Chr04	18105001	18115000	10000	360	323
Chr04	18110001	18120000	10000	307	306
Chr04	18115001	18125000	10000	282	296
Chr04	18120001	18130000	10000	286	278
Chr04	18125001	18135000	10000	286	262
